Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
1525,2010,,LSU,1.8542,95.70799007,4.56,83.82,13.0,292.1,7.24,4.42,defense,defensive_back,SS,0.0
1526,2014,22.0,Oregon St.,1.905,123.830717,4.84,80.01,24.0,274.32,7.19,4.29,defense,defensive_lineman,DE,1.0
1527,2010,23.0,Mississippi,1.9558,148.7782974,5.15,69.85,,256.54,7.93,4.69,offense,offensive_lineman,OT,1.0
1528,2017,24.0,Pittsburgh,1.8034,109.3157612,4.84,80.01,20.0,297.18,,4.34,defense,line_backer,OLB,1.0
1529,2010,,West. Michigan,1.9304,103.8726527,4.97,82.55,18.0,299.72,7.1,4.54,offense,backs_receivers,QB,0.0
1530,2015,22.0,Miami (FL),1.8034,107.0477993,4.78,81.28,27.0,287.02,,,defense,line_backer,ILB,1.0
1531,2018,,Pittsburgh,1.9812,143.7887813,5.22,68.58,16.0,276.86,8.1,4.94,offense,offensive_lineman,OT,0.0
1532,2016,20.0,UCLA,1.8542,111.1301307,4.56,,19.0,,,,defense,line_backer,OLB,1.0
1533,2013,21.0,Michigan St.,1.8542,104.3262451,4.6,80.01,24.0,299.72,6.75,4.24,offense,backs_receivers,RB,1.0
1534,2019,23.0,Washington St.,1.9558,142.8815966,4.96,73.66,24.0,299.72,7.44,4.4,offense,offensive_lineman,OT,1.0
1535,2015,23.0,Michigan,1.8796,108.8621688,4.65,87.63,20.0,304.8,7.11,4.2,defense,line_backer,OLB,1.0
1536,2019,21.0,Louisville,1.8796,99.33672903,4.47,87.63,14.0,309.88,7.55,4.48,offense,backs_receivers,WR,0.0
1537,2018,22.0,Iowa St.,1.9558,102.965468,4.55,96.52,17.0,309.88,,,offense,backs_receivers,WR,0.0
1538,2012,22.0,Texas,1.9558,132.9025644,5.0,86.36,28.0,281.94,7.49,4.84,defense,defensive_lineman,DT,1.0
1539,2016,21.0,Notre Dame,1.9812,141.5208194,5.2,72.39,,,8.03,4.9,offense,offensive_lineman,OT,1.0
1540,2014,22.0,Oklahoma,1.8796,112.0373154,4.64,,,,,,offense,backs_receivers,FB,1.0
1541,2017,21.0,Georgia Tech,1.9304,90.26488163,,,,,,,special_teams,kicking_specialist,K,1.0
1542,2016,21.0,SE Louisiana,1.8288,82.55381134,4.65,90.17,6.0,299.72,7.44,4.43,defense,defensive_back,CB,1.0
1543,2011,22.0,Connecticut,2.0066,143.3351889,5.28,71.12,,256.54,7.73,4.77,offense,offensive_lineman,OG,0.0
1544,2014,21.0,Western Kentucky,1.8542,115.212462,4.9,,,,,,defense,line_backer,ILB,1.0
1545,2019,22.0,Pittsburgh,1.8542,103.4190604,4.58,74.93,19.0,289.56,7.53,4.31,offense,backs_receivers,RB,1.0
1546,2010,21.0,Nebraska,1.8288,96.16158244,4.62,95.25,14.0,299.72,7.0,4.17,defense,defensive_back,SS,1.0
1547,2014,23.0,Florida St.,1.9304,142.8815966,5.44,,,,,,offense,offensive_lineman,C,1.0
1548,2014,21.0,Central Florida,1.8288,94.80080533,4.6,90.17,16.0,299.72,,,offense,backs_receivers,RB,1.0
1549,2017,23.0,Wisconsin,1.905,111.583723,4.67,85.09,21.0,299.72,6.92,4.3,defense,line_backer,OLB,1.0
1550,2019,,UCLA,1.9304,135.6241186,5.32,73.66,21.0,266.7,8.0,4.84,offense,offensive_lineman,OT,0.0
1551,2009,21.0,North Carolina,1.8542,96.16158244,4.51,91.44,,,,,offense,backs_receivers,WR,1.0
1552,2014,22.0,TCU,1.7526,85.72895793,4.38,99.06,,325.12,6.69,4.0,defense,defensive_back,CB,1.0
1553,2014,22.0,Coastal Carolina,1.8288,103.8726527,4.58,83.82,18.0,299.72,6.88,4.22,offense,backs_receivers,RB,1.0
1554,2011,22.0,Clemson,1.9304,140.6136347,5.03,67.31,17.0,248.92,7.42,4.83,defense,defensive_lineman,DT,1.0
1555,2011,21.0,Miami (FL),1.8542,107.9549841,4.59,92.71,23.0,302.26,6.93,4.2,defense,line_backer,ILB,1.0
1556,2015,,Massachusetts,1.9558,111.1301307,4.84,83.82,,289.56,7.5,4.6,offense,backs_receivers,TE,0.0
1557,2013,23.0,Oregon,1.9812,112.4909078,4.54,82.55,,309.88,7.02,4.35,defense,line_backer,OLB,1.0
1558,2014,20.0,Penn St.,1.905,99.7903214,4.6,99.06,,322.58,7.0,4.0,offense,backs_receivers,WR,1.0
1559,2013,,Texas A&M,1.9558,144.2423737,5.54,59.69,25.0,259.08,8.11,5.06,offense,offensive_lineman,OG,0.0
1560,2014,,Memphis,1.905,100.2439138,5.05,,,,,,special_teams,kicking_specialist,P,0.0
1561,2012,23.0,Notre Dame,1.8796,96.61517481,4.54,86.36,19.0,309.88,6.63,4.12,defense,defensive_back,SS,1.0
1562,2016,,Boston Col.,1.9812,128.8202331,5.1,74.93,25.0,274.32,7.55,4.62,defense,defensive_lineman,DE,0.0
1563,2015,22.0,Indiana,1.905,128.3666407,5.16,82.55,,269.24,7.57,4.41,defense,defensive_lineman,DT,0.0
1564,2019,23.0,Baylor,1.9558,102.5118756,,,23.0,,,,offense,backs_receivers,WR,1.0
1565,2015,20.0,USC,1.9558,136.9848957,4.97,74.93,,269.24,7.59,4.53,defense,defensive_lineman,DT,1.0
1566,2010,22.0,Wake Forest,1.8288,87.08973504,4.37,93.98,15.0,322.58,6.75,4.07,defense,defensive_back,CB,1.0
1567,2013,21.0,Virginia,1.9558,139.70645,5.41,59.69,17.0,254.0,7.92,4.84,offense,offensive_lineman,OT,1.0
1568,2009,,Arizona St.,1.8288,104.7798375,5.0,,15.0,297.18,,,defense,line_backer,ILB,0.0
1569,2013,,Louisville,1.7526,84.36818082,4.58,83.82,17.0,294.64,6.92,4.25,defense,defensive_back,CB,0.0
1570,2010,23.0,Texas,1.8542,97.97595192,4.79,,,289.56,,,offense,backs_receivers,QB,1.0
1571,2015,21.0,Colorado St.,1.8288,102.0582833,4.95,73.66,16.0,271.78,7.38,4.37,defense,line_backer,OLB,0.0
1572,2015,21.0,Florida St.,1.9304,152.4070363,5.28,,,,,,defense,defensive_lineman,DT,1.0
1573,2015,,Texas A&M,1.9558,125.6450865,4.98,81.28,,274.32,7.52,4.48,offense,offensive_lineman,OT,0.0
1574,2014,21.0,Florida St.,1.7272,93.44002822,4.58,80.01,,299.72,7.11,4.26,offense,backs_receivers,RB,1.0
1575,2017,22.0,Tennessee,1.905,97.97595192,4.64,83.82,,309.88,6.75,4.31,offense,backs_receivers,QB,1.0
1576,2016,,Iowa,1.8542,89.35769689,4.61,,,,,,special_teams,kicking_specialist,K,0.0
1577,2010,23.0,LSU,1.8288,84.82177319,4.43,88.9,16.0,299.72,6.91,4.46,defense,defensive_back,CB,0.0
1578,2010,24.0,North Carolina St.,1.9558,113.8516849,4.88,96.52,25.0,299.72,7.24,4.56,defense,defensive_lineman,DE,1.0
1579,2015,22.0,Florida St.,1.8034,82.55381134,4.53,92.71,,309.88,6.88,4.12,offense,backs_receivers,WR,1.0
1580,2016,23.0,Michigan,1.9812,139.2528576,5.13,63.5,23.0,269.24,7.63,4.63,offense,offensive_lineman,C,1.0
1581,2013,21.0,Auburn,1.905,115.6660544,4.6,83.82,27.0,302.26,7.14,4.4,defense,defensive_lineman,DE,1.0
1582,2012,,Rice,1.9558,102.5118756,4.92,,,,,,special_teams,kicking_specialist,P,0.0
1583,2017,22.0,San Diego St.,1.7272,79.83225712,4.48,85.09,5.0,297.18,,,offense,backs_receivers,RB,1.0
1584,2011,24.0,South Carolina,1.9558,143.7887813,5.03,76.2,23.0,289.56,7.6,4.77,offense,offensive_lineman,OT,0.0
1585,2014,22.0,Oregon,1.8034,93.44002822,4.51,90.17,14.0,294.64,,,offense,backs_receivers,WR,1.0
1586,2016,22.0,North Carolina Central,1.8034,85.72895793,4.47,91.44,18.0,309.88,6.88,4.09,defense,defensive_back,CB,1.0
1587,2012,22.0,West Virginia,1.8288,110.6765383,4.55,90.17,,297.18,,,defense,line_backer,ILB,1.0
1588,2013,23.0,Notre Dame,1.905,137.4384881,5.33,64.77,,248.92,7.81,4.71,offense,offensive_lineman,C,0.0
1589,2018,20.0,Maryland,1.8288,95.2543977,4.42,100.33,15.0,335.28,6.95,4.07,offense,backs_receivers,WR,1.0
1590,2017,22.0,San Diego St.,1.9304,144.695966,5.35,81.28,28.0,279.4,7.71,4.56,offense,offensive_lineman,OG,1.0
1591,2012,21.0,Louisiana-Lafayette,1.9812,107.9549841,4.45,87.63,16.0,314.96,7.12,4.47,offense,backs_receivers,TE,1.0
1592,2009,23.0,Wisconsin,1.9558,148.7782974,5.25,60.96,29.0,238.76,7.87,4.89,offense,offensive_lineman,OG,1.0
1593,2012,,USC,1.8542,109.3157612,4.73,74.93,19.0,271.78,6.9,4.1,defense,line_backer,ILB,0.0
1594,2015,22.0,USC,1.9304,113.3980925,4.83,,20.0,,,,offense,backs_receivers,TE,1.0
1595,2012,23.0,Virginia Tech,1.8288,91.17206637,4.42,88.9,12.0,292.1,6.69,4.15,offense,backs_receivers,WR,1.0
1596,2011,21.0,LSU,1.8542,133.3561568,5.06,77.47,31.0,284.48,7.71,4.65,defense,defensive_lineman,DT,1.0
1597,2011,22.0,Nebraska,1.8034,99.33672903,4.4,92.71,11.0,302.26,6.67,4.01,offense,backs_receivers,RB,1.0
1598,2010,,Wake Forest,1.8288,97.06876718,5.05,76.2,,256.54,7.04,4.29,offense,backs_receivers,QB,0.0
1599,2018,,Georgia,1.8288,87.54332741,,,14.0,,,,defense,defensive_back,S,0.0
1600,2010,23.0,Virginia,1.8796,96.16158244,4.45,96.52,7.0,335.28,6.88,4.23,defense,defensive_back,CB,1.0
1601,2009,,Utah,1.7272,79.83225712,4.82,,,,,,special_teams,kicking_specialist,K,0.0
1602,2014,23.0,Tennessee St.,1.9304,141.9744118,5.25,68.58,26.0,251.46,7.95,4.82,offense,offensive_lineman,OG,1.0
1603,2012,23.0,Mississippi St.,1.8796,137.8920805,5.28,55.88,26.0,228.6,8.19,4.99,offense,offensive_lineman,C,0.0
1604,2019,22.0,Auburn,1.8542,86.1825503,4.39,102.87,11.0,342.9,7.0,4.15,offense,backs_receivers,WR,1.0
1605,2013,22.0,Syracuse,1.9304,139.2528576,5.12,72.39,,261.62,7.45,4.63,offense,offensive_lineman,OT,1.0
1606,2012,,Arizona St.,1.9558,120.2019781,4.96,76.2,21.0,289.56,,4.34,defense,defensive_lineman,DE,0.0
1607,2014,23.0,Richmond,1.9558,120.6555704,4.97,86.36,31.0,287.02,,,defense,defensive_lineman,DE,0.0
1608,2016,23.0,Arkansas,1.8542,98.42954429,4.84,71.12,,279.4,7.06,4.33,offense,backs_receivers,QB,1.0
1609,2015,,Syracuse,1.9558,140.1600423,5.39,,35.0,,,,offense,offensive_lineman,OT,0.0
1610,2012,23.0,Houston,1.7526,78.01788764,4.57,,,,,,offense,backs_receivers,WR,0.0
1611,2013,,Kansas St.,1.778,81.6466266,4.76,,,,,,special_teams,kicking_specialist,K,0.0
1612,2017,22.0,LSU,1.9558,113.3980925,4.82,80.01,20.0,307.34,7.2,4.37,defense,line_backer,OLB,0.0
1613,2015,22.0,Miami (FL),1.778,83.91458845,4.33,93.98,13.0,309.88,6.7,4.11,offense,backs_receivers,WR,1.0
1614,2012,22.0,Clemson,1.9558,149.2318897,5.48,68.58,19.0,231.14,8.13,4.82,offense,offensive_lineman,OG,0.0
1615,2010,22.0,South Carolina,2.0066,135.6241186,4.98,91.44,26.0,284.48,7.69,,defense,defensive_lineman,DE,1.0
1616,2016,23.0,California,1.8288,94.80080533,4.46,105.41,23.0,342.9,7.22,4.26,offense,backs_receivers,RB,1.0
1617,2012,22.0,Colorado,2.0066,145.6031508,5.16,71.12,32.0,254.0,7.72,4.78,offense,offensive_lineman,OG,1.0
1618,2017,22.0,Michigan,1.8796,110.6765383,4.75,87.63,27.0,302.26,6.98,4.13,defense,line_backer,ILB,1.0
1619,2019,22.0,Kentucky,1.778,92.98643585,,,,,,,defense,defensive_back,S,1.0
1620,2010,,Florida St.,1.8796,97.52235955,4.59,91.44,21.0,314.96,6.94,4.15,defense,defensive_back,SS,1.0
1621,2010,23.0,Wayne State (MI),1.8034,99.7903214,4.68,92.71,,304.8,6.84,4.17,offense,backs_receivers,RB,0.0
1622,2011,22.0,Florida,1.905,99.33672903,4.85,,,,,,special_teams,kicking_specialist,P,0.0
1623,2010,22.0,Boston Col.,1.9558,136.077711,5.15,63.5,27.0,248.92,7.6,4.62,offense,offensive_lineman,C,1.0
1624,2017,23.0,Michigan,1.905,136.9848957,5.13,69.85,20.0,266.7,7.55,4.5,defense,defensive_lineman,DT,1.0
1625,2009,23.0,East Carolina,1.9558,144.2423737,5.04,76.2,30.0,276.86,7.45,4.71,defense,defensive_lineman,DT,0.0
1626,2016,22.0,Oklahoma St.,1.9558,119.7483857,4.87,,20.0,,,,defense,defensive_lineman,DE,0.0
1627,2014,21.0,North Carolina,1.8288,92.53284348,4.58,88.9,18.0,294.64,7.04,4.31,defense,defensive_back,SS,1.0
1628,2013,22.0,Florida St.,1.9558,107.5013917,4.65,86.36,,299.72,7.08,4.21,offense,backs_receivers,QB,1.0
1629,2018,,Marshall,1.9558,104.3262451,4.9,74.93,,269.24,7.49,4.53,offense,backs_receivers,QB,0.0
1630,2014,23.0,Boston Col.,1.9812,136.9848957,4.97,85.09,22.0,,,,offense,offensive_lineman,OT,0.0
1631,2018,21.0,Texas Tech,1.778,82.10021897,4.43,87.63,14.0,287.02,6.93,4.15,offense,backs_receivers,WR,1.0
1632,2013,22.0,San Diego St.,1.778,87.54332741,4.54,87.63,10.0,302.26,6.81,4.27,defense,defensive_back,CB,1.0
1633,2016,21.0,Georgia,1.8542,117.4804238,4.82,,,,,,offense,backs_receivers,FB,0.0
1634,2018,22.0,Oklahoma St.,1.905,90.718474,4.45,87.63,18.0,309.88,,,defense,defensive_back,S,1.0
1635,2010,22.0,Oklahoma,1.9304,133.8097492,5.04,77.47,23.0,289.56,7.32,4.48,defense,defensive_lineman,DT,1.0
1636,2010,22.0,Texas,1.905,113.3980925,4.65,92.71,25.0,299.72,7.26,4.53,defense,line_backer,OLB,1.0
1637,2012,23.0,Iowa,1.9812,141.9744118,5.16,67.31,23.0,248.92,7.87,4.75,offense,offensive_lineman,OT,1.0
1638,2015,,TCU,1.7526,83.00740371,4.63,90.17,18.0,307.34,,,defense,defensive_back,CB,0.0
1639,2012,21.0,Texas,1.8796,107.9549841,4.64,90.17,24.0,299.72,,,defense,line_backer,OLB,1.0
1640,2010,23.0,Virginia,1.8542,108.4085764,4.75,87.63,,297.18,,,offense,backs_receivers,FB,0.0
1641,2015,23.0,Hawaii,1.8288,112.0373154,5.02,80.01,30.0,279.4,7.24,4.33,offense,backs_receivers,FB,1.0
1642,2009,22.0,Cincinnati,1.8034,87.99691978,4.5,80.01,17.0,276.86,7.27,4.35,defense,defensive_back,CB,1.0
1643,2018,,Utah,1.8796,90.26488163,,91.44,,304.8,,,offense,backs_receivers,WR,0.0
1644,2014,21.0,Alabama,1.8796,106.1406146,4.65,88.9,,299.72,7.3,4.4,defense,line_backer,ILB,1.0
1645,2010,23.0,Washington,1.905,119.2947933,4.73,93.98,29.0,307.34,6.91,4.18,defense,defensive_lineman,DE,1.0
1646,2011,22.0,Georgia,1.905,122.4699399,4.62,92.71,30.0,317.5,6.95,4.37,defense,line_backer,OLB,1.0
1647,2011,21.0,Mississippi St.,1.9558,145.6031508,5.18,71.12,23.0,246.38,7.43,4.63,offense,offensive_lineman,OT,1.0
1648,2013,,Nevada,1.8034,95.2543977,4.53,85.09,17.0,297.18,6.95,4.18,defense,defensive_back,CB,0.0
1649,2009,23.0,Cal Poly,1.9812,103.8726527,4.51,85.09,17.0,299.72,,4.26,offense,backs_receivers,WR,1.0
1650,2012,,North Carolina,1.905,121.5627552,4.67,,26.0,,,,defense,defensive_lineman,DE,0.0
1651,2012,22.0,San Jose St.,1.8288,96.61517481,4.67,88.9,20.0,309.88,6.78,4.22,defense,defensive_back,SS,0.0
1652,2009,22.0,Wisconsin,1.778,100.6975061,4.63,,,,,,offense,backs_receivers,RB,0.0
1653,2012,23.0,Rice,1.905,118.8412009,4.88,88.9,34.0,314.96,7.17,4.25,defense,defensive_lineman,DE,1.0
1654,2016,22.0,Syracuse,1.905,114.7588696,4.92,,18.0,,7.46,4.5,defense,defensive_lineman,DE,0.0
1655,2010,23.0,Auburn,1.8542,115.6660544,4.76,,18.0,287.02,,,defense,line_backer,OLB,0.0
1656,2017,24.0,Alabama,1.8288,91.17206637,,,10.0,,,,defense,defensive_back,SS,1.0
1657,2012,22.0,Nevada,1.8542,109.3157612,4.6,93.98,23.0,314.96,7.34,4.37,defense,line_backer,ILB,1.0
1658,2009,20.0,Missouri,1.8288,89.81128926,4.43,,,,,,offense,backs_receivers,WR,1.0
1659,2015,22.0,Miami (FL),1.8542,91.62565874,4.62,85.09,12.0,274.32,7.18,4.41,defense,defensive_back,FS,0.0
1660,2013,21.0,Kent St.,1.9304,145.1495584,5.22,,9.0,,,,offense,offensive_lineman,OG,1.0
1661,2016,22.0,Texas-San Antonio,1.9304,118.8412009,,,,,,,offense,backs_receivers,TE,1.0
1662,2015,24.0,Auburn,1.778,96.16158244,4.53,92.71,,299.72,7.13,,offense,backs_receivers,RB,1.0
1663,2011,,South Carolina,1.8542,134.7169339,5.3,60.96,23.0,231.14,7.72,4.71,defense,defensive_lineman,DT,0.0
1664,2009,22.0,San Jose St.,1.9558,130.6346026,4.81,90.17,28.0,302.26,7.7,4.56,defense,defensive_lineman,DE,1.0
1665,2018,22.0,North Carolina A&T,2.032,138.3456729,5.4,72.39,,287.02,7.82,4.68,offense,offensive_lineman,OT,1.0
1666,2012,21.0,Michigan St.,1.8796,139.70645,5.0,72.39,,271.78,7.6,4.56,defense,defensive_lineman,DT,1.0
1667,2018,22.0,Washington,1.8796,104.3262451,4.79,77.47,21.0,297.18,7.26,,defense,line_backer,ILB,1.0
1668,2012,22.0,Tennessee Tech,1.8034,92.98643585,4.51,,15.0,,,,offense,backs_receivers,WR,0.0
1669,2018,,Bowling Green,2.0066,105.2334298,,,,,,,special_teams,kicking_specialist,P,0.0
1670,2009,21.0,Virginia,1.9558,113.8516849,4.78,85.09,20.0,284.48,6.84,4.27,offense,backs_receivers,TE,1.0
1671,2019,22.0,South Carolina,1.8034,87.54332741,4.52,86.36,12.0,297.18,,4.25,defense,defensive_back,CB,1.0
1672,2010,21.0,Florida,1.9812,125.6450865,4.68,80.01,21.0,281.94,7.21,4.61,defense,defensive_lineman,DE,1.0
1673,2017,21.0,Alabama,1.9812,146.0567431,5.15,66.04,,269.24,7.81,4.82,offense,offensive_lineman,OT,1.0
1674,2009,21.0,California,1.905,110.6765383,4.61,82.55,24.0,292.1,6.99,4.36,offense,backs_receivers,TE,1.0
1675,2017,22.0,Washington,1.905,112.0373154,4.55,81.28,17.0,294.64,7.09,4.47,offense,backs_receivers,TE,0.0
1676,2016,23.0,Georgia,1.9812,110.6765383,4.6,100.33,,322.58,,,defense,line_backer,OLB,1.0
1677,2010,24.0,Oregon St.,1.9304,101.1510985,4.93,74.93,,254.0,7.26,4.39,offense,backs_receivers,QB,1.0
1678,2012,22.0,Oklahoma,1.9304,122.4699399,4.8,,,,,,defense,defensive_lineman,DE,1.0
1679,2017,21.0,Louisville,1.8288,105.6870222,4.92,74.93,23.0,284.48,7.28,4.56,defense,line_backer,ILB,0.0
1680,2010,22.0,Youngstown St.,1.8288,97.06876718,4.46,104.14,20.0,302.26,6.9,4.2,offense,backs_receivers,WR,0.0
1681,2019,,Buffalo,2.0066,112.9445001,4.59,87.63,,304.8,7.09,4.28,offense,backs_receivers,QB,0.0
1682,2016,21.0,Notre Dame,1.8288,84.36818082,4.32,85.09,10.0,320.04,6.93,4.27,offense,backs_receivers,WR,1.0
1683,2015,,Coastal Carolina,1.8796,132.448972,4.97,,,,,,offense,offensive_lineman,C,0.0
1684,2015,,Stephen F. Austin,1.778,97.52235955,4.7,92.71,26.0,304.8,7.09,4.13,offense,backs_receivers,RB,0.0
1685,2011,23.0,Marshall,1.9812,120.6555704,4.94,73.66,25.0,274.32,7.13,4.28,offense,backs_receivers,TE,1.0
1686,2012,22.0,Iowa,1.778,86.1825503,4.5,,14.0,,,,defense,defensive_back,CB,1.0
1687,2010,20.0,Arizona,1.9812,119.7483857,4.68,,23.0,,,,offense,backs_receivers,TE,1.0
1688,2012,23.0,Wisconsin,1.8034,92.53284348,4.53,86.36,,299.72,6.97,4.09,offense,backs_receivers,QB,1.0
1689,2016,21.0,Pittsburgh,1.8542,89.35769689,4.58,86.36,11.0,302.26,6.9,4.35,offense,backs_receivers,WR,1.0
1690,2017,22.0,Mississippi St.,1.9558,150.1390745,5.55,58.42,,248.92,8.19,5.06,offense,offensive_lineman,OT,1.0
1691,2010,22.0,Kansas,1.8034,92.98643585,4.46,100.33,17.0,304.8,,,defense,defensive_back,SS,1.0
1692,2010,22.0,Baylor,1.905,98.42954429,4.43,87.63,15.0,314.96,6.94,4.41,offense,backs_receivers,WR,1.0
1693,2017,21.0,USC,1.778,84.36818082,4.42,91.44,,309.88,,,defense,defensive_back,CB,1.0
1694,2010,,Alabama,1.9304,131.9953797,5.21,76.2,25.0,271.78,7.4,4.68,defense,defensive_lineman,DT,0.0
1695,2015,21.0,Oregon,1.7526,87.08973504,4.52,,,,,,defense,defensive_back,CB,1.0
1696,2015,,Duke,1.9304,140.6136347,5.19,76.2,23.0,256.54,8.09,4.79,offense,offensive_lineman,OT,0.0
1697,2014,,Utah St.,1.9304,141.9744118,5.17,59.69,36.0,259.08,8.22,4.7,offense,offensive_lineman,C,0.0
1698,2009,,Nebraska,1.8542,92.07925111,4.63,90.17,12.0,279.4,6.78,4.24,offense,backs_receivers,WR,0.0
1699,2013,23.0,North Carolina,1.8796,141.0672271,5.07,68.58,35.0,274.32,7.78,4.84,offense,offensive_lineman,OG,1.0
1700,2016,23.0,Texas A&M,1.8034,102.965468,4.63,,19.0,,,,offense,backs_receivers,RB,0.0
1701,2019,,Toledo,1.8542,92.98643585,4.57,97.79,19.0,302.26,6.87,4.03,offense,backs_receivers,WR,0.0
1702,2016,22.0,UCLA,1.8542,93.89362059,4.47,87.63,,307.34,7.08,4.33,offense,backs_receivers,WR,1.0
1703,2018,21.0,Florida,1.8034,90.718474,4.41,86.36,,307.34,,,offense,backs_receivers,WR,1.0
1704,2015,23.0,Georgia,1.8542,110.6765383,4.83,81.28,23.0,281.94,7.35,4.27,defense,line_backer,ILB,1.0
1705,2013,24.0,Rutgers,1.8542,109.3157612,4.71,76.2,17.0,294.64,7.58,4.2,defense,line_backer,OLB,1.0
1706,2015,23.0,Iowa,1.9558,144.695966,5.05,,23.0,,,,offense,offensive_lineman,OT,1.0
1707,2011,21.0,Missouri,1.9304,119.2947933,4.74,86.36,20.0,299.72,7.19,4.5,defense,defensive_lineman,DE,1.0
1708,2015,21.0,Stanford,2.0066,141.9744118,5.18,78.74,,266.7,8.01,4.62,offense,offensive_lineman,OT,1.0
1709,2013,21.0,Florida,1.778,94.34721296,4.43,90.17,17.0,299.72,,,defense,defensive_back,SS,1.0
1710,2014,22.0,Pittsburgh,1.8542,129.2738255,4.68,81.28,35.0,294.64,7.11,4.39,defense,defensive_lineman,DT,1.0
1711,2017,22.0,LSU,1.8288,105.2334298,4.58,87.63,18.0,309.88,6.89,4.21,defense,line_backer,OLB,1.0
1712,2012,23.0,Arizona St.,1.8542,138.3456729,5.38,77.47,25.0,243.84,7.63,4.65,offense,offensive_lineman,C,0.0
1713,2019,22.0,Michigan,2.032,120.2019781,4.9,74.93,12.0,279.4,7.4,4.53,offense,backs_receivers,TE,1.0
1714,2016,22.0,Iowa,1.9304,123.830717,4.88,,,,,,defense,defensive_lineman,DE,0.0
1715,2016,22.0,Oklahoma,1.8542,106.594207,4.7,95.25,21.0,307.34,7.07,4.36,defense,line_backer,OLB,1.0
1716,2014,21.0,LSU,1.8542,105.6870222,4.56,73.66,20.0,287.02,,,offense,backs_receivers,RB,1.0
1717,2010,24.0,California,1.9558,146.9639279,5.31,67.31,28.0,238.76,7.95,5.25,offense,offensive_lineman,OG,0.0
1718,2017,23.0,Baylor,1.905,96.61517481,,,,,,,offense,backs_receivers,QB,0.0
1719,2016,22.0,West. Michigan,1.9558,145.6031508,5.28,64.77,20.0,261.62,7.96,4.71,offense,offensive_lineman,OT,1.0
1720,2018,,Penn St.,1.8542,87.99691978,,,14.0,,,,defense,defensive_back,CB,0.0
1721,2016,22.0,Kansas St.,1.8796,108.4085764,4.71,83.82,17.0,304.8,7.1,4.45,offense,backs_receivers,FB,0.0
1722,2017,22.0,Old Dominion,1.8796,99.33672903,4.55,91.44,14.0,320.04,7.11,4.29,offense,backs_receivers,WR,0.0
1723,2013,23.0,LSU,1.8796,140.1600423,5.08,63.5,30.0,264.16,7.53,4.67,defense,defensive_lineman,DT,1.0
1724,2014,22.0,Baylor,1.8288,96.16158244,4.64,81.28,14.0,281.94,7.55,4.5,defense,defensive_back,SS,1.0
1725,2017,23.0,Miami (FL),1.9304,99.33672903,4.7,86.36,,,,,special_teams,kicking_specialist,P,0.0
1726,2014,23.0,Stanford,1.9304,111.583723,4.87,83.82,,276.86,7.04,4.35,offense,backs_receivers,FB,0.0
1727,2014,21.0,Vanderbilt,1.778,85.27536556,4.5,90.17,15.0,302.26,7.14,4.27,defense,defensive_back,CB,1.0
1728,2018,,Maryland,1.8034,87.54332741,4.46,90.17,14.0,304.8,,,defense,defensive_back,CB,0.0
1729,2016,22.0,Florida,1.905,129.2738255,4.93,81.28,23.0,294.64,7.31,4.56,defense,defensive_lineman,DE,1.0
1730,2014,23.0,UCLA,1.9304,139.2528576,5.04,63.5,25.0,259.08,7.6,4.44,offense,offensive_lineman,OG,1.0
1731,2010,21.0,Florida,1.905,120.6555704,4.89,,,,,,defense,defensive_lineman,DE,1.0
1732,2010,22.0,Arizona,1.8796,134.2633415,4.75,72.39,25.0,271.78,7.68,4.55,defense,defensive_lineman,DT,1.0
1733,2011,21.0,Buffalo,1.778,86.63614267,4.46,97.79,13.0,320.04,6.99,4.15,defense,defensive_back,CB,1.0
1734,2011,,West Virginia,1.7018,81.19303423,4.43,,24.0,,,,offense,backs_receivers,RB,0.0
1735,2019,,Florida Atlantic,1.8034,72.5747792,4.55,80.01,,304.8,7.0,4.31,offense,backs_receivers,WR,0.0
1736,2013,22.0,Alabama,1.905,146.5103355,4.94,,30.0,,,,defense,defensive_lineman,DT,1.0
1737,2009,,South Florida,1.8288,93.44002822,4.49,90.17,18.0,307.34,7.37,4.24,offense,backs_receivers,WR,0.0
1738,2017,24.0,Toledo,1.8796,136.077711,,,,,,,defense,defensive_lineman,DT,1.0
1739,2009,22.0,Boston Col.,1.8542,152.8606287,5.12,81.28,33.0,261.62,7.9,4.69,defense,defensive_lineman,DT,1.0
1740,2017,21.0,Florida St.,1.8288,106.1406146,4.75,71.12,24.0,281.94,7.65,4.45,offense,backs_receivers,FB,0.0
1741,2009,23.0,Oklahoma,1.8288,93.44002822,4.65,81.28,16.0,284.48,7.28,4.32,defense,defensive_back,FS,0.0
1742,2011,22.0,Connecticut,1.8542,111.583723,4.8,81.28,22.0,276.86,7.17,4.46,defense,line_backer,ILB,1.0
1743,2018,21.0,Kansas St.,1.7526,85.27536556,4.51,92.71,11.0,,,,defense,defensive_back,CB,1.0
1744,2010,23.0,Nebraska,1.9304,139.2528576,5.03,90.17,32.0,266.7,7.21,4.44,defense,defensive_lineman,DT,1.0
1745,2010,,Alabama,1.9558,115.212462,4.93,,19.0,,,,offense,backs_receivers,TE,0.0
